Human	Papillomaviruses
Q66K64	Papillomaviruses:E7BBT6
Q66K74	Papillomaviruses:Q9QLP4
Q6P0N0	Papillomaviruses:Q9QLP4
Q7Z7M9	Papillomaviruses:Q9QLP4
Q86SG4	Papillomaviruses:Q9QLP4
Q8IUD6	Papillomaviruses:E7BBT6
Q8IWI9	Papillomaviruses:Q77UU1
Q8IWI9	Papillomaviruses:Q9QLP4
Q8IWX8	Papillomaviruses:Q9QLP4
Q8N1B4	Papillomaviruses:Q77UU1
Q8N287	Papillomaviruses:Q9QLP4
Q8N3J9	Papillomaviruses:Q9QLP4
Q8NBN3	Papillomaviruses:Q9QLP4
Q8NCP5	Papillomaviruses:E7BBT6
Q8NEM0	Papillomaviruses:Q9QLP4
Q8TBC3	Papillomaviruses:E7BBT6
Q8TEY7	Papillomaviruses:E7BBT6
Q8WVN8	Papillomaviruses:Q9QLP4
Q8WWH5	Papillomaviruses:Q9QLP4
Q8WZ19	Papillomaviruses:E7BBT6
Q96BJ3	Papillomaviruses:Q9QLP4
Q96C00	Papillomaviruses:E7BBT6
Q96QE5	Papillomaviruses:Q77UU1
Q96QF0	Papillomaviruses:Q77UU1
Q96SH1	Papillomaviruses:Q9QLP4
Q96T23	Papillomaviruses:Q77UU1
Q99698	Papillomaviruses:Q77UU1
Q9BUB7	Papillomaviruses:Q9QLP4
Q9BWF2	Papillomaviruses:Q9QLP4
Q9BXU7	Papillomaviruses:E7BBT6
Q9GZP9	Papillomaviruses:Q77UU1
Q9NRL2	Papillomaviruses:Q77UU1
Q9NYY3	Papillomaviruses:Q77UU1
Q9P086	Papillomaviruses:Q77UU1
Q9UBD5	Papillomaviruses:Q77UU1
Q9UHR5	Papillomaviruses:Q9QLP4
Q9UHY1	Papillomaviruses:Q77UU1
Q9UQ80	Papillomaviruses:Q9QLP4
Q9Y2Y4	Papillomaviruses:E7BBT6
Q9Y570	Papillomaviruses:Q77UU1
P16070	Papillomaviruses:P06461
P16070	Papillomaviruses:P06460
P28749	Papillomaviruses:P06464
P53618	Papillomaviruses:P06460
P35606	Papillomaviruses:P06460
Q92973	Papillomaviruses:P06460
P05556	Papillomaviruses:P06461
P05556	Papillomaviruses:P06460
P68400	Papillomaviruses:P06464
Q12959	Papillomaviruses:P06462
Q03518	Papillomaviruses:P06460
Q03518	Papillomaviruses:P06461
O60885	Papillomaviruses:P03119
O14672	Papillomaviruses:P06461
Q9H3P7	Papillomaviruses:P06460
P60468	Papillomaviruses:P06460
P60468	Papillomaviruses:P06461
Q9P0L0	Papillomaviruses:P06460
Q14318	Papillomaviruses:P06461
Q14318	Papillomaviruses:P06460
Q08999	Papillomaviruses:P06464
P07858	Papillomaviruses:P06460
P04114	Papillomaviruses:P06460
P27824	Papillomaviruses:P06460
P27824	Papillomaviruses:P06461
Q15629	Papillomaviruses:P06460
Q15629	Papillomaviruses:P06461
Q9P0J7	Papillomaviruses:P06464
P35613	Papillomaviruses:P06460
P30519	Papillomaviruses:P06461
P30519	Papillomaviruses:P06460
P06400	Papillomaviruses:P06464
O75925	Papillomaviruses:P03113
Q05086	Papillomaviruses:P06462
Q9NP72	Papillomaviruses:P06461
Q9NP72	Papillomaviruses:P06460
Q13637	Papillomaviruses:P06460
Q92793	Papillomaviruses:P06462
O14828	Papillomaviruses:P06460
Q9HCU5	Papillomaviruses:P06461
O00165	Papillomaviruses:P06460
O75947	Papillomaviruses:P06460
O00264	Papillomaviruses:P06460
O00264	Papillomaviruses:P06461
P49755	Papillomaviruses:P06460
Q92616	Papillomaviruses:P06460
Q16891	Papillomaviruses:P06461
Q16891	Papillomaviruses:P06460
Q6P1M0	Papillomaviruses:P06460
Q6P1M0	Papillomaviruses:P06461
O43505	Papillomaviruses:P06460
O15258	Papillomaviruses:P06460
Q99653	Papillomaviruses:P06460
Q99623	Papillomaviruses:P06460
Q96CW1	Papillomaviruses:P06464
P21964	Papillomaviruses:P06460
P21964	Papillomaviruses:P06461
Q8NEW0	Papillomaviruses:P06461
Q8NEW0	Papillomaviruses:P06460
Q8N0U8	Papillomaviruses:P06460
Q8N0U8	Papillomaviruses:P06461
Q15392	Papillomaviruses:P06460
Q01094	Papillomaviruses:P06464
P50402	Papillomaviruses:P06460
P50402	Papillomaviruses:P06461
Q09472	Papillomaviruses:P06462
P04626	Papillomaviruses:P06461
P33897	Papillomaviruses:P06461
P33897	Papillomaviruses:P06460
O95573	Papillomaviruses:P06460
O95573	Papillomaviruses:P06461
O94919	Papillomaviruses:P06460
O94919	Papillomaviruses:P06461
Q9BS26	Papillomaviruses:P06461
Q96CS3	Papillomaviruses:P06460
Q96CS3	Papillomaviruses:P06461
Q5T4S7	Papillomaviruses:P06464
O94901	Papillomaviruses:P06461
Q9UQ35	Papillomaviruses:P06461
Q9Y6C9	Papillomaviruses:P06460
Q9Y6C9	Papillomaviruses:P06461
Q06136	Papillomaviruses:P06460
Q92896	Papillomaviruses:P06461
Q13227	Papillomaviruses:P06462
P61619	Papillomaviruses:P06460
Q96G23	Papillomaviruses:P06460
P07305	Papillomaviruses:P03113
P29966	Papillomaviruses:P06460
P33993	Papillomaviruses:P06462
P05023	Papillomaviruses:P06460
P05023	Papillomaviruses:P06461
P16615	Papillomaviruses:P06460
P16615	Papillomaviruses:P06461
Q8TED1	Papillomaviruses:P06461
Q71UM5	Papillomaviruses:P06464
Q71UM5	Papillomaviruses:P06461
Q71UM5	Papillomaviruses:P06460
Q53GQ0	Papillomaviruses:P06460
Q9P035	Papillomaviruses:P06460
P18859	Papillomaviruses:P06460
P48047	Papillomaviruses:P06460
Q15165	Papillomaviruses:P06461
Q15165	Papillomaviruses:P06460
P67775	Papillomaviruses:P06464
Q9NVI7	Papillomaviruses:P06461
Q9NVI7	Papillomaviruses:P06460
P43686	Papillomaviruses:P06460
Q9NQC3	Papillomaviruses:P06460
Q9NQC3	Papillomaviruses:P06461
Q969X5	Papillomaviruses:P06460
Q969X5	Papillomaviruses:P06461
Q7Z434	Papillomaviruses:P06460
Q99942	Papillomaviruses:P06460
P39023	Papillomaviruses:P06461
P61513	Papillomaviruses:P06461
P62277	Papillomaviruses:P06461
P62851	Papillomaviruses:P06464
P42677	Papillomaviruses:P06461
Q15758	Papillomaviruses:P06460
P08195	Papillomaviruses:P06460
P08195	Papillomaviruses:P06461
P51571	Papillomaviruses:P06461
P51571	Papillomaviruses:P06460
O95793	Papillomaviruses:P06461
O15260	Papillomaviruses:P06460
O15260	Papillomaviruses:P06461
O15533	Papillomaviruses:P06460
Q99442	Papillomaviruses:P06460
P49459	Papillomaviruses:P06464
Q9BTV4	Papillomaviruses:P06460
P27797	Papillomaviruses:P06460
Q8TCT9	Papillomaviruses:P06460
Q9GZT3	Papillomaviruses:P06461
P78357	Papillomaviruses:P06461
Q92831	Papillomaviruses:P06464
Q92831	Papillomaviruses:P03119
O95470	Papillomaviruses:P06461
O75928	Papillomaviruses:P03113
P40227	Papillomaviruses:P06462
O95292	Papillomaviruses:P06460
Q3ZCQ8	Papillomaviruses:P06461
O95816	Papillomaviruses:P06460
Q5SW79	Papillomaviruses:P06464
A0FGR8	Papillomaviruses:P06460
A0FGR8	Papillomaviruses:P06461
A6NMQ1	Papillomaviruses:P03113
B8ZZN6	Papillomaviruses:P03113
O00391	Papillomaviruses:P06461
O00483	Papillomaviruses:P06461
O00483	Papillomaviruses:P06460
O00767	Papillomaviruses:P06460
O14579	Papillomaviruses:P06460
O14579	Papillomaviruses:P06464
O14579	Papillomaviruses:P06461
O14681	Papillomaviruses:P06460
O14735	Papillomaviruses:P06460
O14735	Papillomaviruses:P06461
O15031	Papillomaviruses:P06460
O15031	Papillomaviruses:P06461
O15173	Papillomaviruses:P06460
O15173	Papillomaviruses:P06461
O15235	Papillomaviruses:P06464
O15269	Papillomaviruses:P06460
O15269	Papillomaviruses:P06461
O15270	Papillomaviruses:P06460
O15270	Papillomaviruses:P06461
O15321	Papillomaviruses:P06460
O15427	Papillomaviruses:P06460
O15439	Papillomaviruses:P06460
O43166	Papillomaviruses:P06462
O43292	Papillomaviruses:P06460
O43306	Papillomaviruses:P06461
O43731	Papillomaviruses:P06460
O60353	Papillomaviruses:P06461
O60353	Papillomaviruses:P06460
O60427	Papillomaviruses:P06460
O60488	Papillomaviruses:P06460
O60502	Papillomaviruses:P06464
O60565	Papillomaviruses:P06461
O60725	Papillomaviruses:P06460
O60831	Papillomaviruses:P06461
O60831	Papillomaviruses:P06460
O75027	Papillomaviruses:P06460
O75110	Papillomaviruses:P06460
O75165	Papillomaviruses:P06460
O75396	Papillomaviruses:P06460
O75396	Papillomaviruses:P06461
O75438	Papillomaviruses:P06460
O75477	Papillomaviruses:P06460
O75477	Papillomaviruses:P06461
O75695	Papillomaviruses:P06460
O75746	Papillomaviruses:P06460
O75762	Papillomaviruses:P06460
O75800	Papillomaviruses:P06464
O75882	Papillomaviruses:P06460
O75915	Papillomaviruses:P06460
O76024	Papillomaviruses:P06460
O94851	Papillomaviruses:P06461
O94905	Papillomaviruses:P06460
O94905	Papillomaviruses:P06461
O94929	Papillomaviruses:P06460
O94973	Papillomaviruses:P06464
O95159	Papillomaviruses:P06461
O95159	Papillomaviruses:P06460
O95297	Papillomaviruses:P06460
O95297	Papillomaviruses:P06461
O95674	Papillomaviruses:P06461
O95674	Papillomaviruses:P06460
O95782	Papillomaviruses:P06464
O95831	Papillomaviruses:P06460
O95864	Papillomaviruses:P06460
O96005	Papillomaviruses:P06460
P00403	Papillomaviruses:P06460
P00846	Papillomaviruses:P06460
P03928	Papillomaviruses:P06460
P04844	Papillomaviruses:P06461
P04844	Papillomaviruses:P06460
P04920	Papillomaviruses:P06460
P04920	Papillomaviruses:P06461
P07093	Papillomaviruses:P06460
P08172	Papillomaviruses:P06461
P08172	Papillomaviruses:P06460
P08240	Papillomaviruses:P06461
P09486	Papillomaviruses:P06461
P09543	Papillomaviruses:P06460
P09543	Papillomaviruses:P06464
P09543	Papillomaviruses:P06461
P09619	Papillomaviruses:P06460
P09619	Papillomaviruses:P06461
P0DI83	Papillomaviruses:P06460
P10276	Papillomaviruses:P06464
P10620	Papillomaviruses:P06461
P10620	Papillomaviruses:P06460
P10909	Papillomaviruses:P06460
P11166	Papillomaviruses:P06460
P11166	Papillomaviruses:P06461
P11717	Papillomaviruses:P06460
P11717	Papillomaviruses:P06461
P15408	Papillomaviruses:P06464
P17302	Papillomaviruses:P06460
P17302	Papillomaviruses:P06461
P17813	Papillomaviruses:P06461
P18887	Papillomaviruses:P06462
P23458	Papillomaviruses:P06464
P23634	Papillomaviruses:P06461
P23634	Papillomaviruses:P06460
P25116	Papillomaviruses:P06460
P25445	Papillomaviruses:P06460
P27105	Papillomaviruses:P06461
P27105	Papillomaviruses:P06460
P28300	Papillomaviruses:P06461
P28300	Papillomaviruses:P06460
P28300	Papillomaviruses:P06464
P30411	Papillomaviruses:P06460
P30530	Papillomaviruses:P06461
P33527	Papillomaviruses:P06460
P38435	Papillomaviruses:P06460
P38936	Papillomaviruses:P06464
P39656	Papillomaviruses:P06460
P39656	Papillomaviruses:P06461
P40429	Papillomaviruses:P06461
P40616	Papillomaviruses:P06460
P42166	Papillomaviruses:P06461
P42166	Papillomaviruses:P06460
P42892	Papillomaviruses:P06461
P43304	Papillomaviruses:P06461
P46778	Papillomaviruses:P06461
P46977	Papillomaviruses:P06461
P46977	Papillomaviruses:P06460
P48060	Papillomaviruses:P06460
P48060	Papillomaviruses:P06461
P50281	Papillomaviruses:P06460
P50281	Papillomaviruses:P06462
P50281	Papillomaviruses:P06461
P50416	Papillomaviruses:P06460
P50416	Papillomaviruses:P06461
P51148	Papillomaviruses:P06460
P53621	Papillomaviruses:P06460
P53621	Papillomaviruses:P06461
P53621	Papillomaviruses:P06464
P53680	Papillomaviruses:P06464
P53794	Papillomaviruses:P06460
P53801	Papillomaviruses:P06460
P53801	Papillomaviruses:P06461
P57088	Papillomaviruses:P06460
P61803	Papillomaviruses:P06460
P62834	Papillomaviruses:P06461
P62834	Papillomaviruses:P06460
P63010	Papillomaviruses:P06464
P67812	Papillomaviruses:P06460
P78381	Papillomaviruses:P06460
P85037	Papillomaviruses:P06464
P98194	Papillomaviruses:P06460
P98194	Papillomaviruses:P06461
Q01628	Papillomaviruses:P06460
Q01650	Papillomaviruses:P06460
Q02978	Papillomaviruses:P06461
Q03135	Papillomaviruses:P06460
Q03519	Papillomaviruses:P06460
Q04721	Papillomaviruses:P06460
Q04721	Papillomaviruses:P06461
Q04864	Papillomaviruses:P06464
Q08431	Papillomaviruses:P06461
Q10471	Papillomaviruses:P06460
Q12797	Papillomaviruses:P06461
Q12797	Papillomaviruses:P06460
Q12893	Papillomaviruses:P06460
Q13308	Papillomaviruses:P06460
Q13443	Papillomaviruses:P06461
Q13563	Papillomaviruses:P06460
Q13563	Papillomaviruses:P06461
Q13586	Papillomaviruses:P06461
Q14165	Papillomaviruses:P06460
Q14186	Papillomaviruses:P06464
Q14393	Papillomaviruses:P06461
Q14439	Papillomaviruses:P06460
Q14699	Papillomaviruses:P06460
Q14699	Papillomaviruses:P06461
Q15678	Papillomaviruses:P06464
Q15858	Papillomaviruses:P06460
Q15942	Papillomaviruses:P06462
Q16585	Papillomaviruses:P06461
Q16825	Papillomaviruses:P06464
Q2M2I8	Papillomaviruses:P06464
Q4ZIN3	Papillomaviruses:P06460
Q53EP0	Papillomaviruses:P06461
Q53FP2	Papillomaviruses:P06460
Q53H12	Papillomaviruses:P06460
Q5BJH7	Papillomaviruses:P06460
Q5HYI8	Papillomaviruses:P06460
Q5M7Z0	Papillomaviruses:P06460
Q5RI15	Papillomaviruses:P06460
Q5T9L3	Papillomaviruses:P06460
Q5VV42	Papillomaviruses:P06461
Q6NUM9	Papillomaviruses:P06461
Q6NZI2	Papillomaviruses:P06461
Q6P1A2	Papillomaviruses:P06460
Q6PIU2	Papillomaviruses:P06460
Q6PIU2	Papillomaviruses:P06461
Q6UVK1	Papillomaviruses:P06460
Q6UVK1	Papillomaviruses:P06461
Q6UWJ1	Papillomaviruses:P06460
Q70UQ0	Papillomaviruses:P06461
Q70UQ0	Papillomaviruses:P06460
Q7Z4F1	Papillomaviruses:P06461
Q7Z7M0	Papillomaviruses:P06461
Q7Z7M9	Papillomaviruses:P06460
Q7Z7M9	Papillomaviruses:P06461
Q86UL3	Papillomaviruses:P06460
Q86VR2	Papillomaviruses:P06460
Q8IV08	Papillomaviruses:P06460
Q8IV08	Papillomaviruses:P06461
Q8IWA5	Papillomaviruses:P06460
Q8IWT6	Papillomaviruses:P06461
Q8IXI2	Papillomaviruses:P06461
Q8IY17	Papillomaviruses:P06461
Q8IY26	Papillomaviruses:P06460
Q8IY26	Papillomaviruses:P06461
Q8IZ52	Papillomaviruses:P06461
Q8N2K0	Papillomaviruses:P06461
Q8N2K0	Papillomaviruses:P06460
Q8N4L2	Papillomaviruses:P06460
Q8N4L2	Papillomaviruses:P06461
Q8N6M3	Papillomaviruses:P06460
Q8NBM4	Papillomaviruses:P06460
Q8NBN3	Papillomaviruses:P06460
Q8NC44	Papillomaviruses:P06460
Q8ND23	Papillomaviruses:P06464
Q8TB61	Papillomaviruses:P06460
Q8TBM8	Papillomaviruses:P06461
Q8TC12	Papillomaviruses:P06460
Q8TC12	Papillomaviruses:P06461
Q8TCJ2	Papillomaviruses:P06460
Q8TCJ2	Papillomaviruses:P06461
Q8TD43	Papillomaviruses:P06460
Q8TEQ8	Papillomaviruses:P06460
Q8WUG5	Papillomaviruses:P06460
Q8WUY8	Papillomaviruses:P06460
Q8WV83	Papillomaviruses:P06460
Q8WVM8	Papillomaviruses:P06460
Q8WVX9	Papillomaviruses:P06460
Q8WWC4	Papillomaviruses:P06460
Q92508	Papillomaviruses:P06461
Q92508	Papillomaviruses:P06460
Q92543	Papillomaviruses:P06460
Q92604	Papillomaviruses:P06460
Q92629	Papillomaviruses:P06461
Q92890	Papillomaviruses:P06461
Q969E2	Papillomaviruses:P06460
Q969G5	Papillomaviruses:P06461
Q969N2	Papillomaviruses:P06460
Q96AA3	Papillomaviruses:P06460
Q96AG4	Papillomaviruses:P06461
Q96AM1	Papillomaviruses:P06460
Q96AQ6	Papillomaviruses:P06460
Q96AQ6	Papillomaviruses:P06461
Q96B96	Papillomaviruses:P06460
Q96BA8	Papillomaviruses:P06461
Q96BI1	Papillomaviruses:P06460
Q96BY9	Papillomaviruses:P06461
Q96C01	Papillomaviruses:P06464
Q96CP6	Papillomaviruses:P06461
Q96EY1-1	Papillomaviruses:P06464
Q96EY1	Papillomaviruses:P06461
Q96EY1	Papillomaviruses:P06464
Q96FQ6	Papillomaviruses:P06460
Q96G97	Papillomaviruses:P06460
Q96G97	Papillomaviruses:P06461
Q96GC9	Papillomaviruses:P06460
Q96HH9	Papillomaviruses:P06461
Q96IX5	Papillomaviruses:P06460
Q96IX5	Papillomaviruses:P06461
Q96JJ7	Papillomaviruses:P06461
Q96JJ7	Papillomaviruses:P06460
Q96K19	Papillomaviruses:P06461
Q96K19	Papillomaviruses:P06460
Q96K37	Papillomaviruses:P06460
Q96K49	Papillomaviruses:P06460
Q96N66	Papillomaviruses:P06461
Q96N66	Papillomaviruses:P06460
Q96QD8	Papillomaviruses:P06460
Q96QZ7	Papillomaviruses:P06462
Q96S52	Papillomaviruses:P06460
Q96S66	Papillomaviruses:P06460
Q96SL1	Papillomaviruses:P06460
Q96TC7	Papillomaviruses:P06460
Q99460	Papillomaviruses:P06461
Q99500	Papillomaviruses:P06460
Q99584	Papillomaviruses:P06460
Q99805	Papillomaviruses:P06460
Q9BQB6	Papillomaviruses:P06464
Q9BQB6	Papillomaviruses:P06461
Q9BQB6	Papillomaviruses:P06460
Q9BRK3	Papillomaviruses:P06460
Q9BRK3	Papillomaviruses:P06461
Q9BSA9	Papillomaviruses:P06460
Q9BSJ8	Papillomaviruses:P06461
Q9BSJ8	Papillomaviruses:P06460
Q9BSR8	Papillomaviruses:P06460
Q9BT22	Papillomaviruses:P06460
Q9BUN8	Papillomaviruses:P06460
Q9BVC4	Papillomaviruses:P06464
Q9BVC6	Papillomaviruses:P06461
Q9BVC6	Papillomaviruses:P06460
Q9BVG9	Papillomaviruses:P06460
Q9BWM7	Papillomaviruses:P06460
Q9BWM7	Papillomaviruses:P06461
Q9BXJ8	Papillomaviruses:P06460
Q9BZG1	Papillomaviruses:P06460
Q9C0E8	Papillomaviruses:P06461
Q9C0E8	Papillomaviruses:P06460
Q9C0F1	Papillomaviruses:P06464
Q9GZM5	Papillomaviruses:P06460
Q9GZP9	Papillomaviruses:P06460
Q9H0H5	Papillomaviruses:P06464
Q9H1C4	Papillomaviruses:P06460
Q9H2V7	Papillomaviruses:P06460
Q9H2V7	Papillomaviruses:P06461
Q9H330	Papillomaviruses:P06460
Q9H490	Papillomaviruses:P06460
Q9H7F0	Papillomaviruses:P06460
Q9H936	Papillomaviruses:P06461
Q9HBH5	Papillomaviruses:P06461
Q9HBR0	Papillomaviruses:P06460
Q9HC07	Papillomaviruses:P06461
Q9HC07	Papillomaviruses:P06460
Q9HD20	Papillomaviruses:P06461
Q9HD45	Papillomaviruses:P06460
Q9HD45	Papillomaviruses:P06461
Q9HDC9	Papillomaviruses:P06461
Q9NP81	Papillomaviruses:P06464
Q9NPB0	Papillomaviruses:P06460
Q9NQX7	Papillomaviruses:P06461
Q9NQX7	Papillomaviruses:P06460
Q9NR12	Papillomaviruses:P06464
Q9NR12	Papillomaviruses:P06460
Q9NRP0	Papillomaviruses:P06460
Q9NRX5	Papillomaviruses:P06460
Q9NTJ5	Papillomaviruses:P06461
Q9NTJ5	Papillomaviruses:P06460
Q9NUJ1	Papillomaviruses:P06464
Q9NV96	Papillomaviruses:P06461
Q9NVA4	Papillomaviruses:P06460
Q9NX61	Papillomaviruses:P06460
Q9NX63	Papillomaviruses:P06460
Q9NX63	Papillomaviruses:P06461
Q9NXH8	Papillomaviruses:P06461
Q9NXS2	Papillomaviruses:P06461
Q9NZ01	Papillomaviruses:P06460
Q9NZM1	Papillomaviruses:P06461
Q9NZM1	Papillomaviruses:P06460
Q9P270	Papillomaviruses:P06464
Q9P2C4	Papillomaviruses:P06460
Q9P2E9	Papillomaviruses:P06461
Q9UBS3	Papillomaviruses:P06461
Q9UBU6	Papillomaviruses:P06461
Q9UBU6	Papillomaviruses:P06460
Q9UGP8	Papillomaviruses:P06460
Q9UGP8	Papillomaviruses:P06461
Q9UH62	Papillomaviruses:P06460
Q9UHG3	Papillomaviruses:P06461
Q9UHR5	Papillomaviruses:P06464
Q9UHV2	Papillomaviruses:P06462
Q9UJ14	Papillomaviruses:P06460
Q9UJ14	Papillomaviruses:P06461
Q9UJS0	Papillomaviruses:P06461
Q9ULG6	Papillomaviruses:P06461
Q9UNL2	Papillomaviruses:P06460
Q9UNM6	Papillomaviruses:P06462
Q9UPY5	Papillomaviruses:P06460
Q9Y2G8	Papillomaviruses:P06461
Q9Y2G8	Papillomaviruses:P06460
Q9Y3E0	Papillomaviruses:P06460
Q9Y4P3	Papillomaviruses:P06460
Q9Y4P3	Papillomaviruses:P06461
Q9Y4W6	Papillomaviruses:P06460
Q9Y5M8	Papillomaviruses:P06461
Q9Y5M8	Papillomaviruses:P06460
Q9Y5S1	Papillomaviruses:P06461
Q9Y5S1	Papillomaviruses:P06460
Q9Y5W7	Papillomaviruses:P06461
Q9Y5W7	Papillomaviruses:P06460
Q9Y5Z9	Papillomaviruses:P06460
Q9Y679	Papillomaviruses:P06460
Q9Y6D0	Papillomaviruses:P06461
Q9Y6K0	Papillomaviruses:P06460
Q9Y6N5	Papillomaviruses:P06461
Q9Y6N5	Papillomaviruses:P06464
Q9Y6N5	Papillomaviruses:P06460
Q9Y6N9	Papillomaviruses:P06464
Q9Y6R0	Papillomaviruses:P06464
Q9Y6V0	Papillomaviruses:P06464
P21333	Papillomaviruses:P17384
P35222	Papillomaviruses:P17383
P28749	Papillomaviruses:P17387
P27694	Papillomaviruses:P17382
P27694	Papillomaviruses:P17384
P35232	Papillomaviruses:P17385
P53618	Papillomaviruses:P17385
P42574	Papillomaviruses:P17382
P33992	Papillomaviruses:P17387
P35606	Papillomaviruses:P17385
O60684	Papillomaviruses:P17388
P52294	Papillomaviruses:P17388
O75376	Papillomaviruses:P17387
Q9Y676	Papillomaviruses:P17383
P55210	Papillomaviruses:P17382
P46379	Papillomaviruses:P17385
P68400	Papillomaviruses:P17383
Q9H1A4	Papillomaviruses:P17387
Q9UJX2	Papillomaviruses:P17387
O00629	Papillomaviruses:P17388
P61981	Papillomaviruses:P17383
O14980	Papillomaviruses:P17385
Q12959	Papillomaviruses:P17386
Q96SB8	Papillomaviruses:P17387
Q9UHX1	Papillomaviruses:P17383
P14625	Papillomaviruses:P17382
P04637	Papillomaviruses:P17386
P08047	Papillomaviruses:P17387
Q15365	Papillomaviruses:P17388
P04843	Papillomaviruses:P17385
Q9BUJ2	Papillomaviruses:P17388
O60885	Papillomaviruses:P17383
P61201	Papillomaviruses:P17383
Q08999	Papillomaviruses:P17387
P27824	Papillomaviruses:P17382
P34932	Papillomaviruses:P17389
Q96KR1	Papillomaviruses:P17383
Q9P0J7	Papillomaviruses:P17387
Q9GZR7	Papillomaviruses:P17383
Q9P1Z2	Papillomaviruses:P17383
Q5VSY0	Papillomaviruses:P17383
P14735	Papillomaviruses:P0DKB0
P19388	Papillomaviruses:P17383
P06400	Papillomaviruses:P17387
Q05086	Papillomaviruses:P17386
P20248	Papillomaviruses:P17387
Q96S59	Papillomaviruses:P17387
O14828	Papillomaviruses:P17385
Q9HCU5	Papillomaviruses:P17385
P51572	Papillomaviruses:P17385
P42771	Papillomaviruses:P17385
O95197	Papillomaviruses:P17385
O00165	Papillomaviruses:P17388
O75947	Papillomaviruses:P17385
Q9Y4L1	Papillomaviruses:P17382
O00567	Papillomaviruses:P17383
O00567	Papillomaviruses:P17388
Q92688	Papillomaviruses:P17382
P78371	Papillomaviruses:P17388
Q07666	Papillomaviruses:P17388
P13995	Papillomaviruses:P17387
O76031	Papillomaviruses:P17383
Q9Y230	Papillomaviruses:P17383
P31948	Papillomaviruses:P17385
Q99848	Papillomaviruses:P17383
Q07065	Papillomaviruses:P17385
P49755	Papillomaviruses:P17385
Q92616	Papillomaviruses:P17385
Q14839	Papillomaviruses:P17388
Q99623	Papillomaviruses:P17385
Q96CW1	Papillomaviruses:P17387
Q03060	Papillomaviruses:P17387
P55060	Papillomaviruses:P17385
Q8N0U8	Papillomaviruses:P17385
Q9H2U1	Papillomaviruses:P17388
Q01094	Papillomaviruses:P17387
Q96HS1	Papillomaviruses:P17388
P29692	Papillomaviruses:P17385
Q14247	Papillomaviruses:P17387
P22087	Papillomaviruses:P17389
Q12805	Papillomaviruses:P17388
Q9UPN7	Papillomaviruses:P17386
Q8NE71	Papillomaviruses:P17388
Q8N766	Papillomaviruses:P17385
Q96CS3	Papillomaviruses:P17385
Q8IWV8	Papillomaviruses:P17387
Q5T4S7	Papillomaviruses:P17387
Q6PKG0	Papillomaviruses:P17388
Q9UPY3	Papillomaviruses:P17386
Q96EB6	Papillomaviruses:P17383
O75533	Papillomaviruses:P17383
P42285	Papillomaviruses:P17383
O43423	Papillomaviruses:P17382
Q7Z739	Papillomaviruses:P17388
Q6DD88	Papillomaviruses:P17385
Q9Y2S7	Papillomaviruses:P17383
O76021	Papillomaviruses:P17383
O76021	Papillomaviruses:P0DKB0
Q9Y2T2	Papillomaviruses:P17387
Q96DZ1	Papillomaviruses:P17382
Q9Y2Q9	Papillomaviruses:P17383
P78347	Papillomaviruses:P17385
Q9NTK5	Papillomaviruses:P0DKB0
Q9UMX0	Papillomaviruses:P17385
P22492	Papillomaviruses:P17382
P22492	Papillomaviruses:P17388
Q02539	Papillomaviruses:P17388
P40939	Papillomaviruses:P17382
P55084	Papillomaviruses:P17382
Q13547	Papillomaviruses:P17387
Q92769	Papillomaviruses:P17387
Q92769	Papillomaviruses:P17383
P10321	Papillomaviruses:P17385
P55795	Papillomaviruses:P17388
P14866	Papillomaviruses:P17388
P25686	Papillomaviruses:P17385
P04792	Papillomaviruses:P17389
P25685	Papillomaviruses:P17385
Q12905	Papillomaviruses:P17388
O00505	Papillomaviruses:P17388
Q14739	Papillomaviruses:P17389
P27816	Papillomaviruses:P17387
Q99733	Papillomaviruses:P17388
Q99567	Papillomaviruses:P17383
P06576	Papillomaviruses:P17385
Q9BT78	Papillomaviruses:P17383
Q53GQ0	Papillomaviruses:P17387
Q9H0S4	Papillomaviruses:P17383
P30049	Papillomaviruses:P17385
O95071	Papillomaviruses:P17383
P24539	Papillomaviruses:P17385
Q9Y2X3	Papillomaviruses:P17388
Q01813	Papillomaviruses:P17387
P18859	Papillomaviruses:P17385
P53350	Papillomaviruses:P17389
O15162	Papillomaviruses:P17385
P48047	Papillomaviruses:P17385
P52434	Papillomaviruses:P17387
P63151	Papillomaviruses:P17386
Q9H0A0	Papillomaviruses:P17383
Q9H0A0	Papillomaviruses:P0DKB0
Q5H9R7	Papillomaviruses:P17386
Q9NXG2	Papillomaviruses:P17383
Q9NXG2	Papillomaviruses:P0DKB0
Q9BV68	Papillomaviruses:P17385
P17612	Papillomaviruses:P17383
Q9H3U1	Papillomaviruses:P17385
Q9NQ55	Papillomaviruses:P17383
P25789	Papillomaviruses:P17387
P82650	Papillomaviruses:P17383
Q99436	Papillomaviruses:P17386
P55036	Papillomaviruses:P17386
Q9NQC3	Papillomaviruses:P17385
O00231	Papillomaviruses:P17386
O00232	Papillomaviruses:P17388
Q9HAV4	Papillomaviruses:P17385
Q9HCK8	Papillomaviruses:P17387
P43487	Papillomaviruses:P17385
P46060	Papillomaviruses:P17382
Q14257	Papillomaviruses:P17386
P35251	Papillomaviruses:P17388
Q99942	Papillomaviruses:P17385
P83881	Papillomaviruses:P17388
