Human Herpes
Q8NC51 Herpes_target
Q8NC51 Herpes_target
O76021 Herpes_target
O76021 Herpes_target
Q9Y5L4 Herpes_target
Q9ULX6 Herpes_target
Q7KZF4 Herpes_target
Q7KZF4 Herpes_target
Q92896 Herpes_target
P00367 Herpes_target
P30101 Herpes_target
P30101 Herpes_target
P12236 Herpes_target
P61619 Herpes_target
Q9UMX0 Herpes_target
Q96B97 Herpes_target
P16402 Herpes_target
P42858 Herpes_target
Q00341 Herpes_target
Q00341 Herpes_target
Q00341 Herpes_target
Q9UJZ1 Herpes_target
P22736 Herpes_target
P22736 Herpes_target
P09651 Herpes_target
P22626 Herpes_target
Q99729 Herpes_target
Q14103 Herpes_target
P61978 Herpes_target
P61978 Herpes_target
Q00839 Herpes_target
P55345 Herpes_target
Q99873 Herpes_target
Q99873 Herpes_target
P25686 Herpes_target
P0DMV9 Herpes_target
P11142 Herpes_target
P04792 Herpes_target
P10809 Herpes_target
P25685 Herpes_target
P25685 Herpes_target
P41252 Herpes_target
P41252 Herpes_target
O60812 Herpes_target
Q06033 Herpes_target
Q14974 Herpes_target
Q14974 Herpes_target
P52292 Herpes_target
O00505 Herpes_target
P06239 Herpes_target
P07195 Herpes_target
P01130 Herpes_target
Q08380 Herpes_target
Q08380 Herpes_target
Q08380 Herpes_target
P07948 Herpes_target
P29966 Herpes_target
P29966 Herpes_target
P29966 Herpes_target
P29966 Herpes_target
P29966 Herpes_target
P27816 Herpes_target
P56192 Herpes_target
Q14566 Herpes_target
Q00987 Herpes_target
P55209 Herpes_target
P19338 Herpes_target
P46934 Herpes_target
P05023 Herpes_target
P05023 Herpes_target
P05023 Herpes_target
P15531 Herpes_target
Q15233 Herpes_target
P16615 Herpes_target
P16615 Herpes_target
P16615 Herpes_target
P16615 Herpes_target
P16615 Herpes_target
P16615 Herpes_target
P16615 Herpes_target
P16615 Herpes_target
P16615 Herpes_target
Q8TED1 Herpes_target
Q8TED1 Herpes_target
Q8TED1 Herpes_target
Q8TED1 Herpes_target
Q8TED1 Herpes_target
P13674 Herpes_target
P07237 Herpes_target
P07237 Herpes_target
P07237 Herpes_target
Q5SSJ5 Herpes_target
Q15366 Herpes_target
P05165 Herpes_target
P05166 Herpes_target
Q6PKC3 Herpes_target
Q71UM5 Herpes_target
Q71UM5 Herpes_target
Q71UM5 Herpes_target
Q71UM5 Herpes_target
Q71UM5 Herpes_target
P12004 Herpes_target
P12004 Herpes_target
Q9BRK5 Herpes_target
O95071 Herpes_target
O95071 Herpes_target
O95071 Herpes_target
O95071 Herpes_target
O95071 Herpes_target
O95071 Herpes_target
Q9P035 Herpes_target
Q9Y282 Herpes_target
P17858 Herpes_target
Q01813 Herpes_target
Q01813 Herpes_target
Q01813 Herpes_target
Q01813 Herpes_target
P18859 Herpes_target
Q02809 Herpes_target
Q02809 Herpes_target
O00469 Herpes_target
O15162 Herpes_target
O15162 Herpes_target
O15162 Herpes_target
P48047 Herpes_target
Q15165 Herpes_target
Q15165 Herpes_target
Q9H0E2 Herpes_target
P46100 Herpes_target
Q9NX40 Herpes_target
P62136 Herpes_target
Q96EP0 Herpes_target
Q9NVI7 Herpes_target
Q9NVI7 Herpes_target
Q5H9R7 Herpes_target
Q5H9R7 Herpes_target
P17612 Herpes_target
Q96P70 Herpes_target
Q13164 Herpes_target
P25786 Herpes_target
P25786 Herpes_target
P25788 Herpes_target
P25788 Herpes_target
P25788 Herpes_target
P25788 Herpes_target
P25788 Herpes_target
P25788 Herpes_target
P25788 Herpes_target
P25788 Herpes_target
P25789 Herpes_target
P60900 Herpes_target
P60900 Herpes_target
O14818 Herpes_target
P20618 Herpes_target
P49721 Herpes_target
P49721 Herpes_target
P49720 Herpes_target
P28070 Herpes_target
P28072 Herpes_target
P28072 Herpes_target
P82650 Herpes_target
Q99436 Herpes_target
P28062 Herpes_target
P28065 Herpes_target
P62191 Herpes_target
P62191 Herpes_target
P35998 Herpes_target
P35998 Herpes_target
P35998 Herpes_target
P43686 Herpes_target
P43686 Herpes_target
P43686 Herpes_target
P43686 Herpes_target
P62195 Herpes_target
P62195 Herpes_target
P62333 Herpes_target
Q13200 Herpes_target
O43242 Herpes_target
O43242 Herpes_target
O43242 Herpes_target
P55036 Herpes_target
P55036 Herpes_target
Q9NQC3 Herpes_target
Q9NQC3 Herpes_target
Q9NQC3 Herpes_target
Q9NQC3 Herpes_target
Q969X5 Herpes_target
Q969X5 Herpes_target
Q969X5 Herpes_target
Q969X5 Herpes_target
P26599 Herpes_target
P26599 Herpes_target
Q7Z434 Herpes_target
Q7Z434 Herpes_target
Q8N163 Herpes_target
P47897 Herpes_target
Q15293 Herpes_target
Q14257 Herpes_target
Q14257 Herpes_target
Q14257 Herpes_target
P40938 Herpes_target
P14373 Herpes_target
P14373 Herpes_target
P14373 Herpes_target
P13489 Herpes_target
P13489 Herpes_target
P39023 Herpes_target
P39023 Herpes_target
P18124 Herpes_target
P62424 Herpes_target
P62917 Herpes_target
P27635 Herpes_target
P30050 Herpes_target
P26373 Herpes_target
P18621 Herpes_target
Q07020 Herpes_target
P35268 Herpes_target
P46779 Herpes_target
P62899 Herpes_target
P62899 Herpes_target
P49207 Herpes_target
P61513 Herpes_target
P15880 Herpes_target
P61247 Herpes_target
P46782 Herpes_target
P62241 Herpes_target
P46781 Herpes_target
P62277 Herpes_target
P62277 Herpes_target
P62249 Herpes_target
P08708 Herpes_target
P62266 Herpes_target
P42677 Herpes_target
P42677 Herpes_target
P42677 Herpes_target
P42677 Herpes_target
P21912 Herpes_target
P55735 Herpes_target
Q01105 Herpes_target
P23246 Herpes_target
Q8IUQ4 Herpes_target
Q8IUQ4 Herpes_target
Q8IUQ4 Herpes_target
Q8TC07 Herpes_target
P08195 Herpes_target
P08195 Herpes_target
P08195 Herpes_target
P08195 Herpes_target
Q16637 Herpes_target
P09012 Herpes_target
P08579 Herpes_target
P62316 Herpes_target
P23497 Herpes_target
P23497 Herpes_target
P17947 Herpes_target
P12931 Herpes_target
Q96SB4 Herpes_target
Q04837 Herpes_target
P51571 Herpes_target
P51571 Herpes_target
O95793 Herpes_target
O15260 Herpes_target
O15260 Herpes_target
O15260 Herpes_target
O15260 Herpes_target
O15260 Herpes_target
O15260 Herpes_target
O15533 Herpes_target
Q07021 Herpes_target
Q13077 Herpes_target
Q13077 Herpes_target
Q13077 Herpes_target
Q13077 Herpes_target
Q13077 Herpes_target
P49368 Herpes_target
P49368 Herpes_target
P49368 Herpes_target
P49368 Herpes_target
Q99615 Herpes_target
P0CG48 Herpes_target
P08670 Herpes_target
P04275 Herpes_target
P04275 Herpes_target
P04275 Herpes_target
P13010 Herpes_target
P43403 Herpes_target
Q71U36 Herpes_target
Q71U36 Herpes_target
P27708 Herpes_target
Q9BQA1 Herpes_target
Q9HAV7 Herpes_target
Q15773 Herpes_target
P27797 Herpes_target
Q8TCT9 Herpes_target
P52907 Herpes_target
P47756 Herpes_target
P62807 Herpes_target
Q96J02 Herpes_target
Q8N2S1 Herpes_target
Q8N2S1 Herpes_target
Q8N2S1 Herpes_target
Q8N2S1 Herpes_target
P78357 Herpes_target
P78357 Herpes_target
P78357 Herpes_target
Q9BPW8 Herpes_target
Q9Y265 Herpes_target
P63167 Herpes_target
P55884 Herpes_target
Q8IZ07 Herpes_target
Q8IZ07 Herpes_target
Q8IZ07 Herpes_target
O15460 Herpes_target
P40227 Herpes_target
P40227 Herpes_target
P40227 Herpes_target
P40227 Herpes_target
Q86T03 Herpes_target
Q3ZCQ8 Herpes_target
P62829 Herpes_target
Q9Y5V3 Herpes_target
Q9Y5V3 Herpes_target
Q9Y5V3 Herpes_target
Q9Y5V3 Herpes_target
Q9Y5V3 Herpes_target
Q9Y5V3 Herpes_target
O95817 Herpes_target
O95817 Herpes_target
O95817 Herpes_target
O95817 Herpes_target
O95817 Herpes_target
O95817 Herpes_target
O95817 Herpes_target
O95816 Herpes_target
O95816 Herpes_target
O95816 Herpes_target
Q8N1F7 Herpes_target
P04233 Herpes_target
P06493 Herpes_target
Q5SW79 Herpes_target
Q5SW79 Herpes_target
Q5SW79 Herpes_target
Q5SW79 Herpes_target
O15027 Herpes_target
O15027 Herpes_target
O15027 Herpes_target
A0A087WW40 Herpes_target
A0A087X231 Herpes_target
A0A087X231 Herpes_target
A0A0A0MS08 Herpes_target
A0A1B0GVY1 Herpes_target
A0AVG3 Herpes_target
A0FGR8 Herpes_target
A0FGR8 Herpes_target
A1KXE4 Herpes_target
A3KMH1 Herpes_target
A3KMH1 Herpes_target
A3KMH1 Herpes_target
A8MU27 Herpes_target
B0QYN7 Herpes_target
B3KR20 Herpes_target
B4E3T4 Herpes_target
B4E3T4 Herpes_target
B8ZZN6 Herpes_target
D6REE5 Herpes_target
F6SYF8 Herpes_target
G3XA98 Herpes_target
G3XA98 Herpes_target
G5E975 Herpes_target
H0YBH7 Herpes_target
H7C2N1 Herpes_target
H7C2Q8 Herpes_target
J3KTL2 Herpes_target
O00161 Herpes_target
O00170 Herpes_target
O00203 Herpes_target
O00268 Herpes_target
O00308 Herpes_target
O00308 Herpes_target
O00391 Herpes_target
O00391 Herpes_target
O00425 Herpes_target
O00471 Herpes_target
O00483 Herpes_target
O00483 Herpes_target
O00483 Herpes_target
O00483 Herpes_target
O00483 Herpes_target
O00483 Herpes_target
O00483 Herpes_target
O00487 Herpes_target
O00487 Herpes_target
O00487 Herpes_target
O14545 Herpes_target
O14545 Herpes_target
O14579 Herpes_target
O14579 Herpes_target
O14641 Herpes_target
O14641 Herpes_target
O14641 Herpes_target
O14681 Herpes_target
O14683 Herpes_target
O14735 Herpes_target
O14735 Herpes_target
O14735 Herpes_target
O14735 Herpes_target
O14735 Herpes_target
O14763 Herpes_target
O14763 Herpes_target
O14773 Herpes_target
O14773 Herpes_target
O15031 Herpes_target
O15031 Herpes_target
O15031 Herpes_target
O15031 Herpes_target
O15127 Herpes_target
O15173 Herpes_target
O15173 Herpes_target
O15173 Herpes_target
O15173 Herpes_target
O15217 Herpes_target
O15269 Herpes_target
O15269 Herpes_target
O15269 Herpes_target
O15270 Herpes_target
O15270 Herpes_target
O15321 Herpes_target
O15321 Herpes_target
O15400 Herpes_target
O15427 Herpes_target
O43164 Herpes_target
O43164 Herpes_target
O43264 Herpes_target
O43294 Herpes_target
O43294 Herpes_target
O43294 Herpes_target
O43294 Herpes_target
O43294 Herpes_target
O43306 Herpes_target
O43819 Herpes_target
O43819 Herpes_target
O43866 Herpes_target
O43889 Herpes_target
O43889 Herpes_target
O43889 Herpes_target
O60353 Herpes_target
O60493 Herpes_target
O60494 Herpes_target
O60499 Herpes_target
O60565 Herpes_target
O60716 Herpes_target
O60716 Herpes_target
O60716 Herpes_target
O60725 Herpes_target
O60725 Herpes_target
O60762 Herpes_target
O60762 Herpes_target
O60763 Herpes_target
O60831 Herpes_target
O60831 Herpes_target
O60831 Herpes_target
O60831 Herpes_target
O60831 Herpes_target
O60831 Herpes_target
O75153 Herpes_target
O75165 Herpes_target
O75381 Herpes_target
O75381 Herpes_target
O75381 Herpes_target
O75396 Herpes_target
O75396 Herpes_target
O75396 Herpes_target
O75396 Herpes_target
O75396 Herpes_target
O75477 Herpes_target
O75688 Herpes_target
O75688 Herpes_target
O75688 Herpes_target
O75688 Herpes_target
O75688 Herpes_target
O75695 Herpes_target
O75907 Herpes_target
O75962 Herpes_target
O75964 Herpes_target
O76013 Herpes_target
O94851 Herpes_target
O94905 Herpes_target
O95183 Herpes_target
O95219 Herpes_target
O95236 Herpes_target
O95273 Herpes_target
O95273 Herpes_target
O95297 Herpes_target
O95297 Herpes_target
O95297 Herpes_target
O95302 Herpes_target
O95429 Herpes_target
O95456 Herpes_target
O95674 Herpes_target
O95674 Herpes_target
O95831 Herpes_target
O95831 Herpes_target
O95831 Herpes_target
O95967 Herpes_target
O95967 Herpes_target
O95967 Herpes_target
O95967 Herpes_target
O96005 Herpes_target
O96006 Herpes_target
O96006 Herpes_target
P00403 Herpes_target
P00533 Herpes_target
P00533 Herpes_target
P00533 Herpes_target
P00533 Herpes_target
P00533 Herpes_target
P00846 Herpes_target
P01023 Herpes_target
P01023 Herpes_target
P01023 Herpes_target
P01023 Herpes_target
P04844 Herpes_target
P04844 Herpes_target
P05362 Herpes_target
P06454 Herpes_target
P06703 Herpes_target
P07093 Herpes_target
P07093 Herpes_target
P07196 Herpes_target
P07196 Herpes_target
P07196 Herpes_target
P07942 Herpes_target
P08172 Herpes_target
P08172 Herpes_target
P08240 Herpes_target
P08240 Herpes_target
P08240 Herpes_target
P08240 Herpes_target
P08240 Herpes_target
P09455 Herpes_target
P09486 Herpes_target
P09486 Herpes_target
P09486 Herpes_target
P09543 Herpes_target
P09543 Herpes_target
P09543 Herpes_target
P09543 Herpes_target
P09543 Herpes_target
P09543 Herpes_target
P09543 Herpes_target
P09619 Herpes_target
P09619 Herpes_target
P09619 Herpes_target
P09619 Herpes_target
P09619 Herpes_target
P0DI83 Herpes_target
P0DI83 Herpes_target
P0DI83 Herpes_target
P0DN79 Herpes_target
P0DN79 Herpes_target
P10242 Herpes_target
P10276 Herpes_target
P10301 Herpes_target
P10301 Herpes_target
P10398 Herpes_target
P10620 Herpes_target
P10644 Herpes_target
P10909 Herpes_target
P10909 Herpes_target
P10909 Herpes_target
P11047 Herpes_target
P11166 Herpes_target
P11166 Herpes_target
P11166 Herpes_target
P11166 Herpes_target
P11279 Herpes_target
P11717 Herpes_target
P11717 Herpes_target
P11717 Herpes_target
P11717 Herpes_target
P12109 Herpes_target
P12109 Herpes_target
P12109 Herpes_target
P12110 Herpes_target
P12111 Herpes_target
P14618 Herpes_target
P14618 Herpes_target
P14618 Herpes_target
P15151 Herpes_target
P15586 Herpes_target
P15622 Herpes_target
P15814 Herpes_target
P17302 Herpes_target
P17655 Herpes_target
P17813 Herpes_target
P17980 Herpes_target
P17980 Herpes_target
P17980 Herpes_target
P18031 Herpes_target
P18545 Herpes_target
P19793 Herpes_target
P22105 Herpes_target
P22413 Herpes_target
P22694 Herpes_target
P23458 Herpes_target
P23458 Herpes_target
P23458 Herpes_target
P23458 Herpes_target
P23634 Herpes_target
P23634 Herpes_target
P23634 Herpes_target
P24557 Herpes_target
P25116 Herpes_target
P25116 Herpes_target
P25116 Herpes_target
P25445 Herpes_target
P25445 Herpes_target
P25445 Herpes_target
P25787 Herpes_target
P27105 Herpes_target
P27105 Herpes_target
P27352 Herpes_target
P28066 Herpes_target
P28300 Herpes_target
P28300 Herpes_target
P28300 Herpes_target
P28300 Herpes_target
P28300 Herpes_target
P28300 Herpes_target
P28300 Herpes_target
P28300 Herpes_target
P28676 Herpes_target
P28799 Herpes_target
P28799 Herpes_target
P28799 Herpes_target
P28799 Herpes_target
P28799 Herpes_target
P28799 Herpes_target
P28799 Herpes_target
P28799 Herpes_target
P29597 Herpes_target
P30411 Herpes_target
P30443 Herpes_target
P30530 Herpes_target
P30530 Herpes_target
P30530 Herpes_target
P30530 Herpes_target
P30626 Herpes_target
P31689 Herpes_target
P31689 Herpes_target
P31689 Herpes_target
P31689 Herpes_target
P31689 Herpes_target
P31947 Herpes_target
P33527 Herpes_target
P33527 Herpes_target
P33527 Herpes_target
P35080 Herpes_target
P35080 Herpes_target
P35221 Herpes_target
P35869 Herpes_target
P36542 Herpes_target
P36578 Herpes_target
P37173 Herpes_target
P37173 Herpes_target
P37173 Herpes_target
P38159 Herpes_target
P38432 Herpes_target
P38435 Herpes_target
P38435 Herpes_target
P38435 Herpes_target
P38936 Herpes_target
P39656 Herpes_target
P39656 Herpes_target
P40123 Herpes_target
P40189 Herpes_target
P40429 Herpes_target
P40429 Herpes_target
P40429 Herpes_target
P40429 Herpes_target
P40429 Herpes_target
P40616 Herpes_target
P40616 Herpes_target
P40616 Herpes_target
P40616 Herpes_target
P40616 Herpes_target
P41221 Herpes_target
P42166 Herpes_target
P42166 Herpes_target
P42892 Herpes_target
P42892 Herpes_target
P43304 Herpes_target
P43355 Herpes_target
P43405 Herpes_target
P45378 Herpes_target
P46531 Herpes_target
P46778 Herpes_target
P46778 Herpes_target
P46977 Herpes_target
P46977 Herpes_target
P48060 Herpes_target
P48556 Herpes_target
P48643 Herpes_target
P48643 Herpes_target
P48643 Herpes_target
P48643 Herpes_target
P49006 Herpes_target
P49759 Herpes_target
P49848 Herpes_target
P49908 Herpes_target
P50281 Herpes_target
P50281 Herpes_target
P50281 Herpes_target
P50281 Herpes_target
P50281 Herpes_target
P50416 Herpes_target
P50479 Herpes_target
P50479 Herpes_target
P50542 Herpes_target
P51148 Herpes_target
P51148 Herpes_target
P51798 Herpes_target
P51911 Herpes_target
P52926 Herpes_target
P53621 Herpes_target
P53621 Herpes_target
P53634 Herpes_target
P53701 Herpes_target
P53801 Herpes_target
P53801 Herpes_target
P53801 Herpes_target
P55145 Herpes_target
P55786 Herpes_target
P57088 Herpes_target
P59768 Herpes_target
P60903 Herpes_target
P61916 Herpes_target
P62070 Herpes_target
P62070 Herpes_target
P62070 Herpes_target
P62081 Herpes_target
P62508 Herpes_target
P62508 Herpes_target
P62508 Herpes_target
P62699 Herpes_target
P62834 Herpes_target
P62834 Herpes_target
P62847 Herpes_target
P62891 Herpes_target
P62995 Herpes_target
P63010 Herpes_target
P63010 Herpes_target
P68871 Herpes_target
P78362 Herpes_target
P80303 Herpes_target
P98172 Herpes_target
P98194 Herpes_target
P98194 Herpes_target
P98194 Herpes_target
P98194 Herpes_target
Q01650 Herpes_target
Q01892 Herpes_target
Q02818 Herpes_target
Q02818 Herpes_target
Q02952 Herpes_target
Q04721 Herpes_target
Q04721 Herpes_target
Q05D60 Herpes_target
Q06210 Herpes_target
Q06210 Herpes_target
Q06323 Herpes_target
Q07960 Herpes_target
Q08117 Herpes_target
Q10472 Herpes_target
Q12797 Herpes_target
Q12797 Herpes_target
Q12797 Herpes_target
Q12797 Herpes_target
Q12797 Herpes_target
Q12797 Herpes_target
Q12800 Herpes_target
Q12800 Herpes_target
Q12800 Herpes_target
Q12800 Herpes_target
Q12846 Herpes_target
Q12946 Herpes_target
Q12955 Herpes_target
Q13064 Herpes_target
Q13185 Herpes_target
Q13232 Herpes_target
Q13308 Herpes_target
Q13363 Herpes_target
Q13363 Herpes_target
Q13416 Herpes_target
Q13443 Herpes_target
Q13443 Herpes_target
Q13443 Herpes_target
Q13443 Herpes_target
Q13459 Herpes_target
Q13563 Herpes_target
Q13586 Herpes_target
Q13586 Herpes_target
Q13586 Herpes_target
Q14008 Herpes_target
Q14108 Herpes_target
Q14192 Herpes_target
Q14192 Herpes_target
Q14192 Herpes_target
Q14192 Herpes_target
Q14393 Herpes_target
Q14393 Herpes_target
Q14393 Herpes_target
Q14517 Herpes_target
Q14517 Herpes_target
Q14517 Herpes_target
Q14699 Herpes_target
Q14699 Herpes_target
Q14699 Herpes_target
Q14728 Herpes_target
Q14997 Herpes_target
Q15008 Herpes_target
Q15012 Herpes_target
Q15113 Herpes_target
Q15262 Herpes_target
Q15262 Herpes_target
Q15415 Herpes_target
Q15554 Herpes_target
Q15554 Herpes_target
Q15723 Herpes_target
Q15746 Herpes_target
Q15942 Herpes_target
Q15942 Herpes_target
Q16206 Herpes_target
Q16206 Herpes_target
Q16206 Herpes_target
Q16527 Herpes_target
Q16527 Herpes_target
Q16527 Herpes_target
Q16739 Herpes_target
Q16787 Herpes_target
Q16832 Herpes_target
Q27J81 Herpes_target
Q27J81 Herpes_target
Q32P28 Herpes_target
Q3KQU3 Herpes_target
Q3KQU3 Herpes_target
Q3KQU3 Herpes_target
Q3KQU3 Herpes_target
Q3SXM5 Herpes_target
Q3T906 Herpes_target
Q49A88 Herpes_target
Q4G0G2 Herpes_target
Q53EP0 Herpes_target
Q53G59 Herpes_target
Q53H12 Herpes_target
Q53TN4 Herpes_target
Q58DX5 Herpes_target
Q58DX5 Herpes_target
Q5JR59 Herpes_target
Q5JY77 Herpes_target
Q5JY77 Herpes_target
Q5JY77 Herpes_target
Q5JY77 Herpes_target
Q5R3I4 Herpes_target
Q5RI15 Herpes_target
Q5SRE7 Herpes_target
Q5T124 Herpes_target
Q5T9L3 Herpes_target
Q5TGY1 Herpes_target
Q5VV42 Herpes_target
Q5VWX1 Herpes_target
Q5W0B1 Herpes_target
Q5W0B1 Herpes_target
Q5XKP0 Herpes_target
Q63HK5 Herpes_target
Q63ZY3 Herpes_target
Q63ZY3 Herpes_target
Q63ZY3 Herpes_target
Q63ZY3 Herpes_target
Q63ZY3 Herpes_target
Q63ZY3 Herpes_target
Q63ZY3 Herpes_target
Q68CZ2 Herpes_target
Q68CZ2 Herpes_target
Q68DQ2 Herpes_target
Q6IAA8 Herpes_target
Q6IAA8 Herpes_target
Q6IAA8 Herpes_target
Q6N089 Herpes_target
Q6NUQ1 Herpes_target
Q6NUQ1 Herpes_target
Q6NZI2 Herpes_target
Q6NZI2 Herpes_target
Q6NZI2 Herpes_target
Q6P1W5 Herpes_target
Q6P996 Herpes_target
Q6P996 Herpes_target
Q6P996 Herpes_target
Q6P996 Herpes_target
Q6PIU2 Herpes_target
Q6PML9 Herpes_target
Q6UVK1 Herpes_target
Q6UVK1 Herpes_target
Q6UX71 Herpes_target
Q70UQ0 Herpes_target
Q70UQ0 Herpes_target
Q70UQ0 Herpes_target
Q70UQ0 Herpes_target
Q70UQ0 Herpes_target
Q7Z4F1 Herpes_target
Q7Z4F1 Herpes_target
Q7Z4F1 Herpes_target
Q7Z4N8 Herpes_target
Q7Z5K2 Herpes_target
Q7Z6G3 Herpes_target
Q7Z6G3 Herpes_target
Q7Z7M9 Herpes_target
Q86UA1 Herpes_target
Q86UL3 Herpes_target
Q86UQ4 Herpes_target
Q86WN1 Herpes_target
Q86X95 Herpes_target
Q86Y07 Herpes_target
Q86Y13 Herpes_target
Q86Y82 Herpes_target
Q8HWS3 Herpes_target
Q8IUH5 Herpes_target
Q8IV08 Herpes_target
Q8IV08 Herpes_target
Q8IV08 Herpes_target
Q8IXI1 Herpes_target
Q8IXI2 Herpes_target
Q8IXI2 Herpes_target
Q8IY17 Herpes_target
Q8IY17 Herpes_target
Q8IY17 Herpes_target
Q8IY26 Herpes_target
Q8IY26 Herpes_target
Q8IY26 Herpes_target
Q8IYB3 Herpes_target
Q8IYX8 Herpes_target
Q8IYX8 Herpes_target
Q8IYX8 Herpes_target
Q8IYX8 Herpes_target
Q8N2K0 Herpes_target
Q8N2K0 Herpes_target
Q8N2K0 Herpes_target
Q8N2K0 Herpes_target
Q8N357 Herpes_target
Q8N474 Herpes_target
Q8N490 Herpes_target
Q8N490 Herpes_target
Q8N4L2 Herpes_target
Q8N4L2 Herpes_target
Q8N4L2 Herpes_target
Q8N5R6 Herpes_target
Q8N5R6 Herpes_target
Q8N6L0 Herpes_target
Q8N6L0 Herpes_target
Q8N6Y0 Herpes_target
Q8N6Y0 Herpes_target
Q8N726 Herpes_target
Q8N7W2 Herpes_target
Q8N9N5 Herpes_target
Q8NBM4 Herpes_target
Q8NBX0 Herpes_target
Q8NC54 Herpes_target
Q8NC54 Herpes_target
Q8ND90 Herpes_target
Q8ND90 Herpes_target
Q8ND90 Herpes_target
Q8ND90 Herpes_target
Q8NDH2 Herpes_target
Q8NDN9 Herpes_target
Q8NEY1 Herpes_target
Q8TAP6 Herpes_target
Q8TAP6 Herpes_target
Q8TB96 Herpes_target
Q8TBB1 Herpes_target
Q8TBB1 Herpes_target
Q8TBB1 Herpes_target
Q8TCT7 Herpes_target
Q8TD10 Herpes_target
Q8TD10 Herpes_target
Q8TD31 Herpes_target
Q8TDB4 Herpes_target
Q8TF42 Herpes_target
Q8TF72 Herpes_target
Q8TF72 Herpes_target
Q8WV28 Herpes_target
Q8WVM8 Herpes_target
Q8WWI1 Herpes_target
Q8WWI1 Herpes_target
Q8WXE0 Herpes_target
Q92526 Herpes_target
Q92526 Herpes_target
Q92538 Herpes_target
Q92538 Herpes_target
Q92692 Herpes_target
Q92734 Herpes_target
Q92759 Herpes_target
Q92900 Herpes_target
Q93062 Herpes_target
Q93062 Herpes_target
Q93062 Herpes_target
Q93062 Herpes_target
Q93062 Herpes_target
Q93062 Herpes_target
Q93062 Herpes_target
Q93062 Herpes_target
Q93062 Herpes_target
Q969E2 Herpes_target
Q969F0 Herpes_target
Q969G5 Herpes_target
Q969N2 Herpes_target
Q96AA8 Herpes_target
Q96AA8 Herpes_target
Q96AM1 Herpes_target
Q96AQ6 Herpes_target
Q96AQ6 Herpes_target
Q96AQ6 Herpes_target
Q96B96 Herpes_target
Q96BI1 Herpes_target
Q96BR5 Herpes_target
Q96BW1 Herpes_target
Q96BY9 Herpes_target
Q96CX2 Herpes_target
Q96D09 Herpes_target
Q96D09 Herpes_target
Q96D09 Herpes_target
Q96EY1 Herpes_target
Q96EY1 Herpes_target
Q96EY1 Herpes_target
Q96EY1 Herpes_target
Q96FQ6 Herpes_target
Q96HC4 Herpes_target
Q96IK5 Herpes_target
Q96IX5 Herpes_target
Q96IX5 Herpes_target
Q96IX5 Herpes_target
Q96IX5 Herpes_target
Q96J84 Herpes_target
Q96J84 Herpes_target
Q96J84 Herpes_target
Q96JJ7 Herpes_target
Q96JJ7 Herpes_target
Q96JJ7 Herpes_target
Q96JJ7 Herpes_target
Q96K76 Herpes_target
Q96KG9 Herpes_target
Q96LI6 Herpes_target
Q96N66 Herpes_target
Q96N66 Herpes_target
Q96N66 Herpes_target
Q96N66 Herpes_target
Q96N66 Herpes_target
Q96N66 Herpes_target
Q96NA8 Herpes_target
Q96QF0 Herpes_target
Q96RT7 Herpes_target
Q96S52 Herpes_target
Q96TC7 Herpes_target
Q99439 Herpes_target
Q99439 Herpes_target
Q99460 Herpes_target
Q99460 Herpes_target
Q99460 Herpes_target
Q99466 Herpes_target
Q99500 Herpes_target
Q99523 Herpes_target
Q99536 Herpes_target
Q99675 Herpes_target
Q99700 Herpes_target
Q99700 Herpes_target
Q99750 Herpes_target
Q99750 Herpes_target
Q99805 Herpes_target
Q9BQB6 Herpes_target
Q9BQB6 Herpes_target
Q9BQB6 Herpes_target
Q9BQB6 Herpes_target
Q9BQB6 Herpes_target
Q9BQB6 Herpes_target
Q9BQB6 Herpes_target
Q9BQB6 Herpes_target
Q9BRK3 Herpes_target
Q9BRK3 Herpes_target
Q9BRK4 Herpes_target
Q9BRK4 Herpes_target
Q9BRK4 Herpes_target
Q9BSA9 Herpes_target
Q9BSJ8 Herpes_target
Q9BT22 Herpes_target
Q9BTU6 Herpes_target
Q9BUZ4 Herpes_target
Q9BUZ4 Herpes_target
Q9BV19 Herpes_target
Q9BVG8 Herpes_target
Q9BWM7 Herpes_target
Q9BWM7 Herpes_target
Q9BXN2 Herpes_target
Q9BZ71 Herpes_target
Q9C0C2 Herpes_target
Q9C0C2 Herpes_target
Q9C0F1 Herpes_target
Q9GZM8 Herpes_target
Q9GZT4 Herpes_target
Q9GZT4 Herpes_target
Q9GZU8 Herpes_target
Q9H1C4 Herpes_target
Q9H270 Herpes_target
Q9H2V7 Herpes_target
Q9H2V7 Herpes_target
Q9H2V7 Herpes_target
Q9H3N1 Herpes_target
Q9H3U5 Herpes_target
Q9H496 Herpes_target
Q9H496 Herpes_target
Q9H4G4 Herpes_target
Q9H5V8 Herpes_target
Q9H5V8 Herpes_target
Q9H5V8 Herpes_target
Q9H6Y7 Herpes_target
Q9H7F0 Herpes_target
Q9H892 Herpes_target
Q9H8L6 Herpes_target
Q9H8M9 Herpes_target
Q9H936 Herpes_target
Q9H936 Herpes_target
Q9H936 Herpes_target
Q9HA65 Herpes_target
Q9HA82 Herpes_target
Q9HB63 Herpes_target
Q9HBH5 Herpes_target
Q9HC07 Herpes_target
Q9HC07 Herpes_target
Q9HC07 Herpes_target
Q9HC07 Herpes_target
Q9HC07 Herpes_target
Q9HC77 Herpes_target
